Site,Sensor number,Download date,Calibration date,Temp_(C),Voltage#1,TK,S(T),Eo(T),pH,Date time
BML,3,7/10/2021,6/4 and 7/10,12.53614615,0.07367728,285.6861461,0.056685597,-0.378284727,7.973136564,6/26/21 14:30:00
BML,3,7/10/2021,6/4 and 7/10,12.54310968,0.07352738,285.6931097,0.056686979,-0.378291691,7.970420721,6/26/21 14:45:00
BML,3,7/10/2021,6/4 and 7/10,12.54277212,0.07326316,285.6927721,0.056686912,-0.378291353,7.965763143,6/26/21 15:00:00
BML,3,7/10/2021,6/4 and 7/10,12.53320945,0.07304936,285.6832095,0.056685014,-0.37828179,7.962089362,6/26/21 15:15:00
BML,3,7/10/2021,6/4 and 7/10,12.52909816,0.07294504,285.6790982,0.056684199,-0.378277679,7.960291046,6/26/21 15:30:00
BML,3,7/10/2021,6/4 and 7/10,12.54153934,0.07303788,285.6915393,0.056686667,-0.37829012,7.961801642,6/26/21 15:45:00
BML,3,7/10/2021,6/4 and 7/10,12.55141749,0.07309978,285.7014175,0.056688627,-0.378299998,7.962792544,6/26/21 16:00:00
BML,3,7/10/2021,6/4 and 7/10,12.56202381,0.07311598,285.7120238,0.056690732,-0.378310605,7.962969798,6/26/21 16:15:00
BML,3,7/10/2021,6/4 and 7/10,12.57667263,0.07327904,285.7266726,0.056693638,-0.378325254,7.965696093,6/26/21 16:30:00
BML,3,7/10/2021,6/4 and 7/10,12.577713,0.0731912,285.727713,0.056693845,-0.378326294,7.964136066,6/26/21 16:45:00
BML,3,7/10/2021,6/4 and 7/10,12.58220949,0.07320972,285.7322095,0.056694737,-0.37833079,7.964416708,6/26/21 17:00:00
BML,3,7/10/2021,6/4 and 7/10,12.60262478,0.07329168,285.7526248,0.056698788,-0.378351206,7.965653298,6/26/21 17:15:00
BML,3,7/10/2021,6/4 and 7/10,12.61692158,0.0734193,285.7669216,0.056701625,-0.378365502,7.96775765,6/26/21 17:30:00
BML,3,7/10/2021,6/4 and 7/10,12.63881647,0.07353942,285.7888165,0.056705969,-0.378387397,7.969651631,6/26/21 17:45:00
BML,3,7/10/2021,6/4 and 7/10,12.65589211,0.07349438,285.8058921,0.056709357,-0.378404473,7.968682363,6/26/21 18:00:00
BML,3,7/10/2021,6/4 and 7/10,12.67826604,0.07356746,285.828266,0.056713796,-0.378426847,7.969741675,6/26/21 18:15:00
BML,3,7/10/2021,6/4 and 7/10,12.69817598,0.0735147,285.848176,0.056717747,-0.378446757,7.968607381,6/26/21 18:30:00
BML,3,7/10/2021,6/4 and 7/10,12.73716549,0.07348942,285.8871655,0.056725483,-0.378485746,7.967762298,6/26/21 18:45:00
BML,3,7/10/2021,6/4 and 7/10,12.77027931,0.0734056,285.9202793,0.056732054,-0.37851886,7.965945729,6/26/21 19:00:00
BML,3,7/10/2021,6/4 and 7/10,12.79980114,0.0730813,285.9498011,0.056737911,-0.378548382,7.959927878,6/26/21 19:15:00
BML,3,7/10/2021,6/4 and 7/10,12.82579394,0.07288414,285.9757939,0.056743069,-0.378574375,7.956187857,6/26/21 19:30:00
BML,3,7/10/2021,6/4 and 7/10,12.85121695,0.07266862,286.0012169,0.056748113,-0.378599798,7.952130784,6/26/21 19:45:00
BML,3,7/10/2021,6/4 and 7/10,12.87438213,0.07245506,286.0243821,0.05675271,-0.378622963,7.948131924,6/26/21 20:00:00
BML,3,7/10/2021,6/4 and 7/10,12.89588819,0.0721019,286.0458882,0.056756977,-0.378644469,7.941690948,6/26/21 20:15:00
BML,3,7/10/2021,6/4 and 7/10,12.91749398,0.07197204,286.067494,0.056761264,-0.378666075,7.939183952,6/26/21 20:30:00
BML,3,7/10/2021,6/4 and 7/10,12.93412894,0.07182316,286.0841289,0.056764565,-0.37868271,7.936392601,6/26/21 20:45:00
BML,3,7/10/2021,6/4 and 7/10,12.94716494,0.07173786,286.0971649,0.056767151,-0.378695746,7.93475799,6/26/21 21:00:00
BML,3,7/10/2021,6/4 and 7/10,12.95793461,0.07162484,286.1079346,0.056769288,-0.378706516,7.932658154,6/26/21 21:15:00
BML,3,7/10/2021,6/4 and 7/10,12.98288133,0.07150394,286.1328813,0.056774238,-0.378731462,7.930276454,6/26/21 21:30:00
BML,3,7/10/2021,6/4 and 7/10,12.98979691,0.07134354,286.1397969,0.05677561,-0.378738378,7.92738144,6/26/21 21:45:00
BML,3,7/10/2021,6/4 and 7/10,12.97977578,0.07124068,286.1297758,0.056773622,-0.378728357,7.925670813,6/26/21 22:00:00
BML,3,7/10/2021,6/4 and 7/10,12.96366071,0.0709446,286.1136607,0.056770424,-0.378712242,7.920617963,6/26/21 22:15:00
BML,3,7/10/2021,6/4 and 7/10,12.88609066,0.0705642,286.0360907,0.056755033,-0.378634672,7.914696712,6/26/21 22:30:00
BML,3,7/10/2021,6/4 and 7/10,12.81311723,0.0701089,285.9631172,0.056740553,-0.378561698,7.90740609,6/26/21 22:45:00
BML,3,7/10/2021,6/4 and 7/10,12.70948763,0.06968844,285.8594876,0.056719991,-0.378458069,7.901032732,6/26/21 23:00:00
BML,3,7/10/2021,6/4 and 7/10,12.52324633,0.0691201,285.6732463,0.056683038,-0.378271827,7.892871423,6/26/21 23:15:00
BML,3,7/10/2021,6/4 and 7/10,12.39803257,0.06880082,285.5480326,0.056658193,-0.378146613,7.888487292,6/26/21 23:30:00
BML,3,7/10/2021,6/4 and 7/10,12.20791784,0.06842924,285.3579178,0.05662047,-0.377956499,7.883822512,6/26/21 23:45:00
BML,3,7/10/2021,6/4 and 7/10,12.20134185,0.068497,285.3513419,0.056619166,-0.377949923,7.88508482,6/27/21 00:00:00
BML,3,7/10/2021,6/4 and 7/10,12.13964396,0.06839172,285.289644,0.056606923,-0.377888225,7.883840302,6/27/21 00:15:00
BML,3,7/10/2021,6/4 and 7/10,12.1240187,0.06830642,285.2740187,0.056603823,-0.3778726,7.882489111,6/27/21 00:30:00
BML,3,7/10/2021,6/4 and 7/10,12.05237217,0.0679505,285.2023722,0.056589607,-0.377800953,7.876913728,6/27/21 00:45:00
BML,3,7/10/2021,6/4 and 7/10,12.02068817,0.06801024,285.1706882,0.05658332,-0.377769269,7.87828473,6/27/21 01:00:00
BML,3,7/10/2021,6/4 and 7/10,11.97616683,0.06756694,285.1261668,0.056574487,-0.377724748,7.870892255,6/27/21 01:15:00
BML,3,7/10/2021,6/4 and 7/10,11.92476781,0.06761092,285.0747678,0.056564288,-0.377673349,7.872180218,6/27/21 01:30:00
BML,3,7/10/2021,6/4 and 7/10,11.80343944,0.06694002,284.9534394,0.056540214,-0.37755202,7.861520291,6/27/21 01:45:00
BML,3,7/10/2021,6/4 and 7/10,11.81989849,0.06716056,284.9698985,0.05654348,-0.377568479,7.86525768,6/27/21 02:00:00
BML,3,7/10/2021,6/4 and 7/10,11.74337172,0.06695282,284.8933717,0.056528296,-0.377491953,7.862341658,6/27/21 02:15:00
BML,3,7/10/2021,6/4 and 7/10,11.69014477,0.06673838,284.8401448,0.056517734,-0.377438726,7.859074881,6/27/21 02:30:00
BML,3,7/10/2021,6/4 and 7/10,11.65920569,0.0665833,284.8092057,0.056511595,-0.377407787,7.856636922,6/27/21 02:45:00
BML,3,7/10/2021,6/4 and 7/10,11.6522578,0.06646492,284.8022578,0.056510217,-0.377400839,7.854610797,6/27/21 03:00:00
BML,3,7/10/2021,6/4 and 7/10,11.65866827,0.06663706,284.8086683,0.056511489,-0.377407249,7.857593548,6/27/21 03:15:00
BML,3,7/10/2021,6/4 and 7/10,11.67444524,0.06650282,284.8244452,0.056514619,-0.377423026,7.855062152,6/27/21 03:30:00
BML,3,7/10/2021,6/4 and 7/10,11.68194934,0.06670646,284.8319493,0.056516108,-0.37743053,7.858591204,6/27/21 03:45:00
BML,3,7/10/2021,6/4 and 7/10,11.67033479,0.06653326,284.8203348,0.056513804,-0.377418916,7.855641411,6/27/21 04:00:00
BML,3,7/10/2021,6/4 and 7/10,11.64686065,0.06656062,284.7968606,0.056509146,-0.377395442,7.85635767,6/27/21 04:15:00
BML,3,7/10/2021,6/4 and 7/10,11.62147008,0.0663876,284.7714701,0.056504108,-0.377370051,7.853546716,6/27/21 04:30:00
BML,3,7/10/2021,6/4 and 7/10,11.6087923,0.06643714,284.7587923,0.056501592,-0.377357373,7.854548775,6/27/21 04:45:00
BML,3,7/10/2021,6/4 and 7/10,11.56774337,0.0661789,284.7177434,0.056493447,-0.377316324,7.850383434,6/27/21 05:00:00
BML,3,7/10/2021,6/4 and 7/10,11.54406434,0.06605676,284.6940643,0.056488749,-0.377292645,7.848454997,6/27/21 05:15:00
BML,3,7/10/2021,6/4 and 7/10,11.49443882,0.0662546,284.6444388,0.056478902,-0.37724302,7.852447559,6/27/21 05:30:00
BML,3,7/10/2021,6/4 and 7/10,11.46836827,0.06594524,284.6183683,0.05647373,-0.377216949,7.847227244,6/27/21 05:45:00
BML,3,7/10/2021,6/4 and 7/10,11.4521475,0.06531242,284.6021475,0.056470511,-0.377200728,7.836181047,6/27/21 06:00:00
BML,3,7/10/2021,6/4 and 7/10,11.42854695,0.06556294,284.578547,0.056465828,-0.377177128,7.840849618,6/27/21 06:15:00
BML,3,7/10/2021,6/4 and 7/10,11.41342463,0.06469904,284.5634246,0.056462828,-0.377162006,7.825698138,6/27/21 06:30:00
BML,3,7/10/2021,6/4 and 7/10,11.401929,0.06495974,284.551929,0.056460547,-0.37715051,7.830428068,6/27/21 06:45:00
BML,3,7/10/2021,6/4 and 7/10,11.3766956,0.0661424,284.5266956,0.05645554,-0.377125276,7.851624073,6/27/21 07:00:00
BML,3,7/10/2021,6/4 and 7/10,11.37479513,0.07318748,284.5247951,0.056455163,-0.377123376,7.976433566,6/27/21 07:15:00
BML,3,7/10/2021,6/4 and 7/10,11.40294203,0.07316946,284.552942,0.056460748,-0.377151523,7.97582393,6/27/21 07:30:00
BML,3,7/10/2021,6/4 and 7/10,11.46130171,0.0734337,284.6113017,0.056472327,-0.377209883,7.97990101,6/27/21 07:45:00
BML,3,7/10/2021,6/4 and 7/10,11.55633543,0.07371954,284.7063354,0.056491184,-0.377304916,7.983979534,6/27/21 08:00:00
BML,3,7/10/2021,6/4 and 7/10,11.66744778,0.07362984,284.8174478,0.056513231,-0.377416029,7.981243732,6/27/21 08:15:00
BML,3,7/10/2021,6/4 and 7/10,11.77997959,0.07323878,284.9299796,0.056535559,-0.37752856,7.973164974,6/27/21 08:30:00
BML,3,7/10/2021,6/4 and 7/10,11.95742279,0.0732352,285.1074228,0.056570767,-0.377706004,7.971276066,6/27/21 08:45:00
BML,3,7/10/2021,6/4 and 7/10,12.24120705,0.07332904,285.391207,0.056627076,-0.377989788,7.97001829,6/27/21 09:00:00
BML,3,7/10/2021,6/4 and 7/10,12.54869124,0.0727586,285.6986912,0.056688086,-0.378297272,7.956801888,6/27/21 09:15:00
BML,3,7/10/2021,6/4 and 7/10,12.89834786,0.07239986,286.0483479,0.056757465,-0.378646929,7.946915702,6/27/21 09:30:00
BML,3,7/10/2021,6/4 and 7/10,13.09305321,0.0680366,286.2430532,0.056796098,-0.378841634,7.868115043,6/27/21 09:45:00
BML,3,7/10/2021,6/4 and 7/10,12.78526052,0.0645502,285.9352605,0.056735026,-0.378533841,7.809708945,6/27/21 10:00:00
BML,3,7/10/2021,6/4 and 7/10,12.33618503,0.07070788,285.486185,0.056645921,-0.378084766,7.922770747,6/27/21 10:15:00
BML,3,7/10/2021,6/4 and 7/10,11.91098207,0.07152612,285.0609821,0.056561553,-0.377659563,7.941537357,6/27/21 10:30:00
BML,3,7/10/2021,6/4 and 7/10,11.58177825,0.07081828,284.7317782,0.056496232,-0.377330359,7.932363295,6/27/21 10:45:00
BML,3,7/10/2021,6/4 and 7/10,11.36392667,0.07007484,284.5139267,0.056453006,-0.377112508,7.921408911,6/27/21 11:00:00
BML,3,7/10/2021,6/4 and 7/10,11.3824886,0.07109508,284.5324886,0.056456689,-0.37713107,7.939292125,6/27/21 11:15:00
BML,3,7/10/2021,6/4 and 7/10,11.29712309,0.07061956,284.4471231,0.056439751,-0.377045704,7.931737014,6/27/21 11:30:00
BML,3,7/10/2021,6/4 and 7/10,11.16696122,0.0690243,284.3169612,0.056413925,-0.376915542,7.904783172,6/27/21 11:45:00
BML,3,7/10/2021,6/4 and 7/10,11.10121092,0.06883164,284.2512109,0.056400879,-0.376849792,7.90202996,6/27/21 12:00:00
BML,3,7/10/2021,6/4 and 7/10,11.10547367,0.06906714,284.2554737,0.056401724,-0.376854055,7.906162442,6/27/21 12:15:00
BML,3,7/10/2021,6/4 and 7/10,11.11281565,0.069139,284.2628157,0.056403181,-0.376861397,7.907362452,6/27/21 12:30:00
BML,3,7/10/2021,6/4 and 7/10,11.08673557,0.06875408,284.2367356,0.056398006,-0.376835316,7.900800497,6/27/21 12:45:00
BML,3,7/10/2021,6/4 and 7/10,11.03774016,0.0681857,284.1877402,0.056388285,-0.376786321,7.891213989,6/27/21 13:00:00
BML,3,7/10/2021,6/4 and 7/10,10.96837979,0.06770942,284.1183798,0.056374522,-0.376716961,7.883461584,6/27/21 13:15:00
BML,3,7/10/2021,6/4 and 7/10,10.92829932,0.06761966,284.0782993,0.05636657,-0.37667688,7.882270356,6/27/21 13:30:00
BML,3,7/10/2021,6/4 and 7/10,10.8614128,0.0667233,284.0114128,0.056353298,-0.376609994,7.867033689,6/27/21 13:45:00
BML,3,7/10/2021,6/4 and 7/10,10.86717114,0.06712354,284.0171711,0.056354441,-0.376615752,7.874078559,6/27/21 14:00:00
BML,3,7/10/2021,6/4 and 7/10,10.87489782,0.06712316,284.0248978,0.056355974,-0.376623479,7.873994713,6/27/21 14:15:00
BML,3,7/10/2021,6/4 and 7/10,10.89767507,0.06739794,284.0476751,0.056360493,-0.376646256,7.878642848,6/27/21 14:30:00
BML,3,7/10/2021,6/4 and 7/10,10.90080641,0.06718498,284.0508064,0.056361114,-0.376649387,7.874833062,6/27/21 14:45:00
BML,3,7/10/2021,6/4 and 7/10,10.91277262,0.06733846,284.0627726,0.056363489,-0.376661354,7.877436676,6/27/21 15:00:00
BML,3,7/10/2021,6/4 and 7/10,10.92684429,0.06716506,284.0768443,0.056366281,-0.376675425,7.874219809,6/27/21 15:15:00
BML,3,7/10/2021,6/4 and 7/10,10.95222564,0.06707598,284.1022256,0.056371317,-0.376700807,7.872386353,6/27/21 15:30:00
BML,3,7/10/2021,6/4 and 7/10,10.99003162,0.06713216,284.1400316,0.056378818,-0.376738613,7.873005944,6/27/21 15:45:00
BML,3,7/10/2021,6/4 and 7/10,11.02222382,0.06737924,284.1722238,0.056385206,-0.376770805,7.877066991,6/27/21 16:00:00
BML,3,7/10/2021,6/4 and 7/10,11.06562544,0.06730744,284.2156254,0.056393818,-0.376814206,7.875360538,6/27/21 16:15:00
BML,3,7/10/2021,6/4 and 7/10,11.11327334,0.06736234,284.2632733,0.056403272,-0.376861854,7.875858598,6/27/21 16:30:00
BML,3,7/10/2021,6/4 and 7/10,11.17971583,0.06767472,284.3297158,0.056416455,-0.376928297,7.880732911,6/27/21 16:45:00
BML,3,7/10/2021,6/4 and 7/10,11.24675916,0.06783802,284.3967592,0.056429758,-0.37699534,7.882957065,6/27/21 17:00:00
BML,3,7/10/2021,6/4 and 7/10,11.3071495,0.0679618,284.4571495,0.056441741,-0.37705573,7.884546527,6/27/21 17:15:00
BML,3,7/10/2021,6/4 and 7/10,11.36460438,0.06783278,284.5146044,0.056453141,-0.377113185,7.881686631,6/27/21 17:30:00
BML,3,7/10/2021,6/4 and 7/10,11.41825668,0.0678338,284.5682567,0.056463786,-0.377166838,7.881168895,6/27/21 17:45:00
BML,3,7/10/2021,6/4 and 7/10,11.46527564,0.06779122,284.6152756,0.056473116,-0.377213857,7.879945515,6/27/21 18:00:00
BML,3,7/10/2021,6/4 and 7/10,11.50904702,0.0675841,284.659047,0.056481801,-0.377257628,7.875841776,6/27/21 18:15:00
BML,3,7/10/2021,6/4 and 7/10,11.54752736,0.06763756,284.6975274,0.056489436,-0.377296108,7.876404827,6/27/21 18:30:00
BML,3,7/10/2021,6/4 and 7/10,11.57908907,0.06745226,284.7290891,0.056495699,-0.37732767,7.872810503,6/27/21 18:45:00
BML,3,7/10/2021,6/4 and 7/10,11.60734284,0.06731612,284.7573428,0.056501305,-0.377355924,7.870119912,6/27/21 19:00:00
BML,3,7/10/2021,6/4 and 7/10,11.62911171,0.06718194,284.7791117,0.056505624,-0.377377693,7.86752893,6/27/21 19:15:00
BML,3,7/10/2021,6/4 and 7/10,11.64831853,0.06702162,284.7983185,0.056509435,-0.377396899,7.864501182,6/27/21 19:30:00
BML,3,7/10/2021,6/4 and 7/10,11.66366248,0.06660328,284.8136625,0.05651248,-0.377412243,7.856946395,6/27/21 19:45:00
BML,3,7/10/2021,6/4 and 7/10,11.67637529,0.06640548,284.8263753,0.056515002,-0.377424956,7.853320701,6/27/21 20:00:00
BML,3,7/10/2021,6/4 and 7/10,11.68311773,0.06622294,284.8331177,0.05651634,-0.377431699,7.850024239,6/27/21 20:15:00
BML,3,7/10/2021,6/4 and 7/10,11.68643925,0.06581092,284.8364392,0.056516999,-0.37743502,7.842701273,6/27/21 20:30:00
BML,3,7/10/2021,6/4 and 7/10,11.6851816,0.06545844,284.8351816,0.056516749,-0.377433762,7.836476914,6/27/21 20:45:00
BML,3,7/10/2021,6/4 and 7/10,11.67548726,0.06499166,284.8254873,0.056514826,-0.377424068,7.828312675,6/27/21 21:00:00
BML,3,7/10/2021,6/4 and 7/10,11.67063558,0.06474826,284.8206356,0.056513863,-0.377419216,7.824053267,6/27/21 21:15:00
BML,3,7/10/2021,6/4 and 7/10,11.66957083,0.06437608,284.8195708,0.056513652,-0.377418152,7.817478009,6/27/21 21:30:00
BML,3,7/10/2021,6/4 and 7/10,11.67594109,0.06426644,284.8259411,0.056514916,-0.377424522,7.815475867,6/27/21 21:45:00
BML,3,7/10/2021,6/4 and 7/10,11.68671599,0.06414542,284.836716,0.056517054,-0.377435297,7.813229569,6/27/21 22:00:00
BML,3,7/10/2021,6/4 and 7/10,11.69767976,0.06407108,284.8476798,0.056519229,-0.377446261,7.811807517,6/27/21 22:15:00
BML,3,7/10/2021,6/4 and 7/10,11.71560037,0.0639963,284.8656004,0.056522785,-0.377464181,7.810310129,6/27/21 22:30:00
BML,3,7/10/2021,6/4 and 7/10,11.74448913,0.064081,284.8944891,0.056528517,-0.37749307,7.811527557,6/27/21 22:45:00
BML,3,7/10/2021,6/4 and 7/10,11.79057206,0.06422068,284.9405721,0.056537661,-0.377539153,7.813549862,6/27/21 23:00:00
BML,3,7/10/2021,6/4 and 7/10,11.84116771,0.06424986,284.9911677,0.0565477,-0.377589749,7.813573458,6/27/21 23:15:00
BML,3,7/10/2021,6/4 and 7/10,11.87462509,0.06405986,285.0246251,0.056554339,-0.377623206,7.809888264,6/27/21 23:30:00
BML,3,7/10/2021,6/4 and 7/10,11.9171712,0.06410868,285.0671712,0.056562781,-0.377665752,7.810337947,6/27/21 23:45:00
BML,3,7/10/2021,6/4 and 7/10,11.93729178,0.06395358,285.0872918,0.056566773,-0.377685873,7.807400521,6/28/21 00:00:00
BML,3,7/10/2021,6/4 and 7/10,11.95501555,0.06378564,285.1050156,0.05657029,-0.377703596,7.804259778,6/28/21 00:15:00
BML,3,7/10/2021,6/4 and 7/10,11.96757194,0.06377326,285.1175719,0.056572781,-0.377716153,7.803919201,6/28/21 00:30:00
BML,3,7/10/2021,6/4 and 7/10,11.97514747,0.0638613,285.1251475,0.056574284,-0.377723728,7.805401946,6/28/21 00:45:00
BML,3,7/10/2021,6/4 and 7/10,11.95754962,0.06366692,285.1075496,0.056570793,-0.377706131,7.802136598,6/28/21 01:00:00
BML,3,7/10/2021,6/4 and 7/10,11.93330051,0.06328144,285.0833005,0.056565981,-0.377681881,7.795556862,6/28/21 01:15:00
BML,3,7/10/2021,6/4 and 7/10,11.93633096,0.06328286,285.086331,0.056566582,-0.377684912,7.795552672,6/28/21 01:30:00
BML,3,7/10/2021,6/4 and 7/10,11.90365885,0.06318722,285.0536588,0.0565601,-0.37765224,7.79417758,6/28/21 01:45:00
BML,3,7/10/2021,6/4 and 7/10,11.88079689,0.06292736,285.0307969,0.056555563,-0.377629378,7.789803729,6/28/21 02:00:00
BML,3,7/10/2021,6/4 and 7/10,11.8453628,0.06279684,284.9953628,0.056548532,-0.377593944,7.787837532,6/28/21 02:15:00
BML,3,7/10/2021,6/4 and 7/10,11.79220481,0.06271968,284.9422048,0.056537985,-0.377540786,7.786985445,6/28/21 02:30:00
BML,3,7/10/2021,6/4 and 7/10,11.75487162,0.06244122,284.9048716,0.056530577,-0.377503453,7.782419594,6/28/21 02:45:00
BML,3,7/10/2021,6/4 and 7/10,11.72447698,0.06266138,284.874477,0.056524546,-0.377473058,7.786607159,6/28/21 03:00:00
BML,3,7/10/2021,6/4 and 7/10,11.67724707,0.0624171,284.8272471,0.056515175,-0.377425828,7.782740248,6/28/21 03:15:00
BML,3,7/10/2021,6/4 and 7/10,11.66948566,0.06273868,284.8194857,0.056513635,-0.377418067,7.788505301,6/28/21 03:30:00
BML,3,7/10/2021,6/4 and 7/10,11.65098493,0.06215222,284.8009849,0.056509964,-0.377399566,7.778305863,6/28/21 03:45:00
BML,3,7/10/2021,6/4 and 7/10,11.6459146,0.0620728,284.7959146,0.056508958,-0.377394495,7.776949176,6/28/21 04:00:00
BML,3,7/10/2021,6/4 and 7/10,11.64624677,0.061893,284.7962468,0.056509024,-0.377394828,7.773764191,6/28/21 04:15:00
BML,3,7/10/2021,6/4 and 7/10,11.65054727,0.0616325,284.8005473,0.056509877,-0.377399128,7.769113095,6/28/21 04:30:00
BML,3,7/10/2021,6/4 and 7/10,11.65614024,0.0615959,284.8061402,0.056510987,-0.377404721,7.768411836,6/28/21 04:45:00
BML,3,7/10/2021,6/4 and 7/10,11.65970742,0.06173092,284.8097074,0.056511695,-0.377408288,7.770766901,6/28/21 05:00:00
BML,3,7/10/2021,6/4 and 7/10,11.66533286,0.06192992,284.8153329,0.056512811,-0.377413914,7.774234287,6/28/21 05:15:00
BML,3,7/10/2021,6/4 and 7/10,11.6689578,0.0620136,284.8189578,0.05651353,-0.377417539,7.775680194,6/28/21 05:30:00
BML,3,7/10/2021,6/4 and 7/10,11.66816155,0.06193662,284.8181616,0.056513372,-0.377416742,7.774325687,6/28/21 05:45:00
BML,3,7/10/2021,6/4 and 7/10,11.66280166,0.06192664,284.8128017,0.056512309,-0.377411383,7.774200548,6/28/21 06:00:00
BML,3,7/10/2021,6/4 and 7/10,11.64584487,0.06187314,284.7958449,0.056508944,-0.377394426,7.7734166,6/28/21 06:15:00
BML,3,7/10/2021,6/4 and 7/10,11.61550747,0.06198902,284.7655075,0.056502925,-0.377364088,7.775758688,6/28/21 06:30:00
BML,3,7/10/2021,6/4 and 7/10,11.59136997,0.06167014,284.74137,0.056498135,-0.377339951,7.770346532,6/28/21 06:45:00
BML,3,7/10/2021,6/4 and 7/10,11.57497526,0.06165142,284.7249753,0.056494882,-0.377323556,7.7701724,6/28/21 07:00:00
BML,3,7/10/2021,6/4 and 7/10,11.5599568,0.0620932,284.7099568,0.056491902,-0.377308538,7.778136661,6/28/21 07:15:00
BML,3,7/10/2021,6/4 and 7/10,11.54957643,0.06128926,284.6995764,0.056489843,-0.377298157,7.764004916,6/28/21 07:30:00
BML,3,7/10/2021,6/4 and 7/10,11.55474148,0.061871,284.7047415,0.056490868,-0.377303322,7.774253443,6/28/21 07:45:00
BML,3,7/10/2021,6/4 and 7/10,11.59144052,0.06676906,284.7414405,0.056498149,-0.377340021,7.860595183,6/28/21 08:00:00
BML,3,7/10/2021,6/4 and 7/10,11.72237129,0.06987854,284.8723713,0.056524129,-0.377470952,7.91431028,6/28/21 08:15:00
BML,3,7/10/2021,6/4 and 7/10,11.87392578,0.07063484,285.0239258,0.0565542,-0.377622507,7.926154861,6/28/21 08:30:00
BML,3,7/10/2021,6/4 and 7/10,12.03717101,0.07090886,285.187171,0.056586591,-0.377785752,7.929345181,6/28/21 08:45:00
BML,3,7/10/2021,6/4 and 7/10,12.21159748,0.07105424,285.3615975,0.0566212,-0.377960178,7.930146566,6/28/21 09:00:00
BML,3,7/10/2021,6/4 and 7/10,12.40155494,0.07077166,285.5515549,0.056658892,-0.378150136,7.923236455,6/28/21 09:15:00
BML,3,7/10/2021,6/4 and 7/10,12.62464429,0.07110112,285.7746443,0.056703157,-0.378373225,7.926795794,6/28/21 09:30:00
BML,3,7/10/2021,6/4 and 7/10,12.84414599,0.07124106,285.994146,0.05674671,-0.378592727,7.927046087,6/28/21 09:45:00
BML,3,7/10/2021,6/4 and 7/10,13.02249619,0.07156384,286.1724962,0.056782098,-0.378771077,7.93093124,6/28/21 10:00:00
BML,3,7/10/2021,6/4 and 7/10,12.85051012,0.07133176,286.0005101,0.056747973,-0.378599091,7.928580135,6/28/21 10:15:00
BML,3,7/10/2021,6/4 and 7/10,12.51341172,0.06876244,285.6634117,0.056681086,-0.378261993,7.886659603,6/28/21 10:30:00
BML,3,7/10/2021,6/4 and 7/10,11.93972678,0.07091446,285.0897268,0.056567256,-0.377688308,7.930431818,6/28/21 10:45:00
BML,3,7/10/2021,6/4 and 7/10,11.59246539,0.07179724,284.7424654,0.056498353,-0.377341046,7.949581961,6/28/21 11:00:00
BML,3,7/10/2021,6/4 and 7/10,11.41535981,0.07177296,284.5653598,0.056463212,-0.377163941,7.950962891,6/28/21 11:15:00
BML,3,7/10/2021,6/4 and 7/10,11.2325588,0.07061648,284.3825588,0.05642694,-0.37698114,7.932338988,6/28/21 11:30:00
BML,3,7/10/2021,6/4 and 7/10,11.20951577,0.07137532,284.3595158,0.056422368,-0.376958097,7.946022657,6/28/21 11:45:00
BML,3,7/10/2021,6/4 and 7/10,11.21048435,0.07125232,284.3604843,0.05642256,-0.376959065,7.943832779,6/28/21 12:00:00
BML,3,7/10/2021,6/4 and 7/10,11.1714908,0.07064806,284.3214908,0.056414823,-0.376920072,7.933520036,6/28/21 12:15:00
BML,3,7/10/2021,6/4 and 7/10,11.07832263,0.06901884,284.2283226,0.056396337,-0.376826904,7.905579811,6/28/21 12:30:00
BML,3,7/10/2021,6/4 and 7/10,11.03454243,0.06839556,284.1845424,0.05638765,-0.376783123,7.89496781,6/28/21 12:45:00
BML,3,7/10/2021,6/4 and 7/10,11.01539623,0.06819744,284.1653962,0.056383851,-0.376763977,7.891646408,6/28/21 13:00:00
BML,3,7/10/2021,6/4 and 7/10,10.98344635,0.06797374,284.1334464,0.056377512,-0.376732027,7.887999191,6/28/21 13:15:00
BML,3,7/10/2021,6/4 and 7/10,10.9688734,0.06760602,284.1188734,0.05637462,-0.376717454,7.881622485,6/28/21 13:30:00
BML,3,7/10/2021,6/4 and 7/10,10.94124199,0.06755968,284.091242,0.056369138,-0.376689823,7.881076803,6/28/21 13:45:00
BML,3,7/10/2021,6/4 and 7/10,10.89960745,0.0671725,284.0496074,0.056360877,-0.376648188,7.874623598,6/28/21 14:00:00
BML,3,7/10/2021,6/4 and 7/10,10.85141564,0.06689424,284.0014156,0.056351314,-0.376599997,7.870166679,6/28/21 14:15:00
BML,3,7/10/2021,6/4 and 7/10,10.80725408,0.06673066,283.9572541,0.056342552,-0.376555835,7.867703545,6/28/21 14:30:00
BML,3,7/10/2021,6/4 and 7/10,10.75677935,0.0664788,283.9067794,0.056332537,-0.37650536,7.86373535,6/28/21 14:45:00
BML,3,7/10/2021,6/4 and 7/10,10.70142183,0.06615796,283.8514218,0.056321553,-0.376450003,7.858589499,6/28/21 15:00:00
BML,3,7/10/2021,6/4 and 7/10,10.67982545,0.06626266,283.8298254,0.056317268,-0.376428406,7.860663086,6/28/21 15:15:00
